f0,f1,f2,f3,f4,class
-0.5761544511472924,0.6783104801413571,0.2838490604757096,-0.053310988118872915,0.16016700348969293,0.0
-0.2151351794517428,0.993634297348483,0.8210698318848685,-0.9218121920099163,0.37953541125427726,1.0
0.7770713382816494,0.9918218553994576,0.5711655662583541,-0.2675365305306945,-0.6739781964255951,0.0
-0.3747318331387974,0.7826671509984513,0.3758457316880274,-0.11715587318886223,0.05438201841264201,1.0
0.7700023784174113,0.6754378959142975,0.7171433207653225,0.8786845776272911,0.3438338615901131,0.0
-0.7363748573484341,0.8610273101427487,0.280972709854207,-0.8614629007026733,0.2149578840449211,1.0
0.7228031592627558,0.7291649698304525,0.4814854982928672,0.21587584426320716,-0.7360950765701595,0.0
-0.17793717676364298,0.7973733194305879,0.02237399939403337,0.23184086752396094,-0.2640163215461948,0.0
0.599908096804678,0.5633926620215614,0.8274168926336253,-0.19214942327006312,0.15114090302644567,1.0
0.5692088123809449,0.9031224594718266,0.09831733818723018,-0.7319494519921832,-0.023476666188867013,0.0
0.7565366876153389,0.6183504005829339,0.47438163027790625,-0.716993611003113,-0.2706790983286034,1.0
-0.7949277522040045,0.5421828437493325,0.7958870768779254,-0.15878756091876922,-0.387807212801923,0.0
0.5657451255269729,0.7693757494385367,0.0869639675360555,0.14546336830342566,-0.14244265748619123,1.0
-0.6173199030649096,0.8254839295532408,0.19714151983835737,0.44661128134144557,0.18716098064530762,0.0
0.3238234610003292,0.9862745713465614,0.3684204002602252,0.0231634989326428,-0.42196170345408257,0.0
-0.7660130130852085,0.9869734511683363,0.7860339039687456,-0.05352395156108636,0.971999480835712,1.0
-0.549691755326738,0.7892257848141443,0.254412532817315,-0.03601487463404829,-0.7310999741787219,0.0
-0.35305621673178383,0.7700118264660488,0.5449455131353454,-0.7113231511844471,-0.09622666403745672,1.0
0.7908868135485158,0.6767162208617661,0.5117708528787861,-0.9482197752213,-0.5536702827506943,0.0
-0.6194669294061932,0.5863554340644034,0.09689561232569725,0.16659268107083225,-0.9774485631389316,0.0
0.6026210390117075,0.9579136897434066,0.19194348831354452,-0.6279835963669946,-0.382287658243083,0.0
-0.15441900421221819,0.9016701419705291,0.9437568574497761,0.5648420440564503,0.957784042732795,0.0
-0.5642879686885589,0.9992934955345381,0.19141672170020727,0.006609640086288282,0.15496860308407756,0.0
-0.7154053771685015,0.9997316311429869,0.4839373404313768,-0.3909522201846931,-0.2264340226713637,0.0
0.3079936767177864,0.5919679905769399,0.011946388000812486,-0.6355058661801327,-0.34282934085188166,0.0
-0.7133119316132235,0.8833454074367518,0.23546195368720005,0.19075119808055674,0.7532107972381037,1.0
-0.6202101555361412,0.9406708668593273,0.8570933166686351,0.6546564011238978,0.832323671461968,1.0
0.30313646722388277,0.9058780648935326,0.7242043885440748,0.7660079985796853,0.7021976002595263,1.0
-0.834151012500615,0.8211121024008153,0.5350886435594516,-0.32300498736768724,-0.9454159669433675,1.0
0.2917059640004717,0.7869863853347215,0.03563184690029871,-0.6275091911664246,0.739462076563141,1.0
0.037191519046081783,0.6111125223387934,0.05205691364788008,-0.018730080588269304,-0.5292505285629145,1.0
0.04597357145707801,0.9111607780237488,0.008285516057191494,0.5859610093371816,-0.7983852850707542,0.0
-0.5537802316883619,0.7769451535729971,0.008598338902162427,-0.6532562173226828,0.4985045172287774,1.0
-0.46726669931881815,0.6546795368982432,0.14183409048404633,0.347076969549736,-0.4007954440747219,0.0
-0.565118411983464,0.8743871397147682,0.01419880070181511,0.946078964792707,-0.08391581843122187,0.0
-0.7699190720518481,0.9658386582928271,0.1329475003580497,0.473116441745171,0.0730891646047076,1.0
0.40934783690071713,0.6101262123531974,0.4114891367356957,-0.2963278241979037,0.03194549905739619,0.0
-0.7842446715118542,0.6755036228380126,0.26728725239791695,-0.08920707046987486,-0.6977148794746364,1.0
0.7780682906667435,0.6142491652244914,0.11542204793358506,-0.22678838726464212,0.9806427063066385,1.0
0.2890044096182034,0.9967852538453639,0.8114104412802454,-0.244122980692544,-0.27350229170235996,0.0
0.5762844574549881,0.7901899333766608,0.037279155688636836,0.05564778892900457,-0.9905151847039142,0.0
0.7372883137002113,0.620288556908197,0.0005754830133722359,0.6195588057531582,0.6533323865964578,0.0
-0.08162465429288185,0.9341935760554976,0.012959969696563755,-0.5297618168928997,-0.1948898650920723,0.0
-0.06856498989846865,0.9397843921791518,0.5591968090029871,-0.9712968885324291,0.324483888609717,1.0
0.7524728109490455,0.704868780925043,0.03907699007636124,-0.6788089956779935,0.8620432977453347,1.0
-0.01890676927351019,0.8867181795049056,0.5790085818214413,-0.5114698260141517,-0.2529306963395612,0.0
0.0971242375658607,0.9953692763544479,0.5411956807846258,-0.929421062891312,-0.2674258816645969,0.0
-0.7309725267238407,0.6229704963512022,0.5898602880096393,-0.8913590521480133,-0.30227228547592166,0.0
-0.7532659849157478,0.7521749484065229,0.009513408703434542,-0.6062043948071285,-0.3937270166066469,1.0
-0.02956467122711851,0.5883597633858431,0.8311508954307062,0.8116765441768641,-0.34301059584725513,0.0
-0.16724177662356773,0.997194897840117,0.28402844674666167,0.28389293689642914,0.8904721478663142,0.0
-0.5196523548461252,0.8514140723548307,0.051622254766656925,0.05524306901237108,-0.0359598410459856,1.0
-0.7963996953407634,0.7971749894743575,0.04847139754852127,0.40287940113665277,-0.1990118153935614,0.0
0.009920757276862513,0.9355878192027128,0.21031652329803813,-0.8923188181833017,-0.4666738214552253,0.0
-0.37003140041392024,0.8970565857493887,0.01990447562706295,-0.8670313100879417,-0.881676056246915,1.0
0.05636330695226571,0.8881138550858227,0.3244143643117624,0.47167077543977043,-0.11820770039385908,1.0
-0.8184415167396424,0.9310698842785107,0.13285616549927973,-0.1427133337553339,-0.23268885354711633,1.0
-0.7199387259171109,0.5901118940016286,0.8489138552828239,0.6126317674534327,0.344844953533626,0.0
0.6666260389509027,0.6635627067366321,0.5242399869864879,-0.9760937357032273,0.3635571063007146,0.0
0.34909260671464476,0.5675393313056878,0.10594438923929723,0.9575959008023494,0.26099957402121965,1.0
-0.3458641070569732,0.9499782695681955,0.7894891235081458,-0.8540668272972578,-0.3342694844604521,1.0
0.011846335809952153,0.9291413169469288,0.7506867721632206,0.3658310717493247,-0.9082577514456593,0.0
0.1405837257840189,0.9146917385653619,0.35251523640383187,-0.8850053488453349,0.8881344750860356,1.0
0.416841280189902,0.9832593676682693,0.14815602435317166,0.22246840832724324,-0.7698367609197894,0.0
-0.4048291469557832,0.863389267770921,0.7184498409659157,-0.08169879510660794,-0.02887812260153355,1.0
0.42447140091236407,0.7699477819508951,0.41895325086003843,0.10421164823913531,-0.613409871262756,0.0
0.7189970778769651,0.7184787911013875,0.0947809154021689,-0.8317510182135739,0.7944258966623903,0.0
-0.8176190341073177,0.9362790909286148,0.1251338313744798,0.555213329368933,0.5527885823332266,1.0
